Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
22,21.4,25,14,1021.4,72,0,6.9,13,18.3,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,21.4,24,16,1015.6,83,0,8,17,25.9,-, , , , 
27,26.8,34,17,1012.3,59,0,9.5,10.6,18.3,-, , , , 
28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,23.4,26,17,1011,78,0,8.4,13.7,18.3,-, , ,o, 
30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,,,,,,,,,,, , , , 
1,20,22,16,1020.5,86,0,8.2,13.7,18.3,-, , , , 
2,20,22,18,1021.8,82,0,7.4,15.2,18.3,-, , , , 
3,21.3,24,16,1018.5,81,0,6.8,13.3,18.3,-, , , , 
4,,,,,,,,,,, , ,o, 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.6,23,14,1019.4,82,0,8,17,22.2,-, , , , 
8,21,23,18,1017.8,80,-,7.4,15.2,20.6,-,o, ,o, 
9,21.4,24,16,1011.3,75,0,9,20,27.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,21.4,25,12,1010,61,0,9.3,16.3,22.2,-, , , , 
14,21.6,24,16,1007.1,74,0,8,18.1,22.2,-, , , , 
15,21.2,23,17,1007.1,85,-,5,15.2,22.2,-,o, ,o, 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,21.8,27,17,1017.6,84,0,8.5,17,25.9,-, , , , 
20,22.4,24,19,1013.5,78,0,9.2,15.7,18.3,-, , ,o, 
21,21.6,24,17,1013,82,0,8,17.8,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,24,26,17,1009.2,63,0,10,23,25.9,-, , , , 
26,22,26,18,1008.7,70,0,7.6,21.5,29.4,-, , , , 
27,25,28,18,1012.3,55,0,10,22.6,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,25.6,30,18,1021.7,62,0,10,18.9,22.2,-, , , , 
2,25,28,17,1022.6,67,0,14,16.9,18.3,-, , , , 
3,24.4,27,17,1017.5,77,0,12.1,18.3,20.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,24,26,23,1018,85,0,6.4,-,-,-, , , , 
8,24.6,27,18,1018.5,64,0,8.9,13,14.8,-, , , , 
9,24,27,16,1020.9,65,0,9.7,12.2,16.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,25.8,28,19,1011,70,0,7.7,20.7,25.9,-, , , , 
14,26.4,33,22,1010.6,75,0,7.4,12.6,20.6,-, , ,o, 
15,27,29,26,1016.1,74,0,6.3,13.3,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,23.4,26,22,1019.3,60,0,8.4,18.9,22.2,-, , , , 
20,20.4,24,16,1020.2,70,-,7.6,17,25.9,-,o, , , 
21,22.2,25,15,1019.3,64,0,8,14.4,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.8,27,18,1016.5,82,0,6.9,11.5,18.3,-, , , , 
26,24,26,20,1017.6,79,0,6,14.8,18.3,-, , , , 
27,23.8,26,18,1017.1,80,0,8.9,16.1,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,26,32,19,1012.1,62,0,12.1,17.8,22.2,-, , , , 
1,25,28,19,1015.1,75,0,6.9,10,13,-, , , , 
2,24.6,27,19,1014.5,79,0,6.9,13,16.5,-, , , , 
3,25.2,28,20,1012.2,82,0,6.4,13.7,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,27.2,31,17,1014.7,45,0,26.1,17.4,25.9,-, , , , 
8,27,34,20,1012.5,57,0,14,17.8,29.4,-, , , , 
9,25.2,27,20,1017.5,68,0,9.7,15.6,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,24.2,27,17,1015.5,76,0,15,14.1,18.3,-, , , , 
14,25.4,28,19,1017.6,81,0,19,15.2,22.2,-, , , , 
15,25.6,29,18,1019.7,77,0,9.7,19.6,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,25,28,19,1012.2,79,0,7.6,15.6,20.6,-, , , , 
20,28.4,37,22,1011.5,54,-,8,18.1,24.1,-,o, , , 
21,25.6,28,22,1014.2,74,0,8,12.6,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.8,27,17,1015.6,74,0,9.7,10,13,-, , , , 
26,24.2,27,16,1014,69,0,8.9,15.6,18.3,-, , , , 
27,24.6,28,18,1016.8,72,0,10.5,16.1,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,25.2,28,18,1012.5,62,0,14,13,20.6,-, , , , 
1,24.5,27,18,1013.8,73,0,10,13.9,18.3,-, , , , 
2,25,29,20,1011.3,-,0,-,13.3,18.3,-, , , , 
3,24.8,28,21,1013.4,87,0,9,11.1,14.8,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , ,o, 
6,,,,,,,,,,, , , , 
7,24.4,28,17,1014.8,71,0,15,11.1,18.3,-, , , , 
8,24.4,27,17,1016.7,70,0,15.9,14.4,18.3,-, , , , 
9,26.6,30,19,1017,59,0,19,12.2,16.5,-, , , , 
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,25.7,27,24,1018.5,74,0,7.6,12,14.8,-, , , , 
15,23.8,27,18,1013.7,75,0,7.6,13,16.5,-, , , , 
16,24.2,27,18,1013.4,67,0,9.2,11.1,16.5,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,22.8,26,19,1014.4,72,0,9,14.4,20.6,-, , ,o, 
21,22,26,17,1013.3,79,-,8.4,14.1,18.3,-,o, , , 
22,22.8,27,15,1015.5,65,0,9.7,18.9,22.2,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , ,o, 
25,,,,,,,,,,, , , , 
26,24.8,29,18,1013.6,52,0,10,20.7,25.9,-, , , , 
27,22.3,26,17,1019.7,73,0,9.5,11.5,16.5,-, , , , 
28,28.4,36,19,1011,42,0,10,18.1,25.9,-, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
1,18.4,23,12,1021.3,60,0,20,17,27.8,-, , , , 
2,19.4,23,14,1018.6,67,0,12.1,19.6,22.2,-, , , , 
3,21.6,27,15,1014.5,71,0,15.9,15.6,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,18.2,23,12,1014.4,62,0,15,15.6,25.9,-, , , , 
8,21.4,28,12,1012.7,49,0,14,15.6,25.9,-, , , , 
9,20.4,24,15,1018.3,68,0,10,8.9,13,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, ,o, 
12,,,,,,,,,,,o, ,o, 
13,16.2,17,16,1010.8,99,-,4.2,15.6,37,-,o, , , 
14,14.2,16,13,1014.1,90,-,3.5,12,14.8,-,o, ,o, 
15,15,18,12,1018.5,73,-,9.5,14.3,24.1,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, ,o, 
18,,,,,,,,,,, , , , 
19,15.5,17,15,1021.4,-,-,6.9,19.1,25.9,-,o, , , 
20,18.8,25,11,1014.6,55,0,18,18.3,25.9,-, , , , 
21,18.2,21,14,1009.9,61,0,9.7,24.1,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,,,,,,,,,,, , , , 
26,16.6,18,16,1018.3,88,-,7.6,3.3,13,-,o, , , 
27,14.6,17,12,1018.2,91,-,7.6,4.8,11.1,-,o, , , 
28,18,22,11,1015,66,0,10,20,25.9,-, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
31,,,,,,,,,,, , , , 
1,12.6,16,10,1020.8,77,-,9.2,18.9,27.8,-,o, , , 
2,12.5,16,7,1020.4,84,0,13.7,17.2,20.6,-, , , , 
3,19.4,32,12,1023.3,57,-,11.4,11.1,16.5,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,,o, , , 
7,13.4,17,9,1023.5,75,-,9.2,18.1,22.2,-,o, , , 
8,12,15,10,1023.8,83,-,8,16.3,20.6,-,o, , , 
9,13.6,19,9,1024.3,72,0,10.1,17,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.6,20,9,1017.5,67,0,15,7.8,14.8,-, , , , 
14,18.6,25,12,1016.2,57,0,17.1,17,27.8,-, , , , 
15,20.6,26,12,1015.2,36,0,18,21.5,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,16.2,19,14,1023.7,80,0,9.7,7.8,13,-, , , , 
20,15.6,28,10,1020.9,73,0,14,17.8,29.4,-, , , , 
21,14.2,19,7,1022.7,75,0,13,15.2,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,14.4,17,10,1023.3,77,0,10,16.3,22.2,-, , , , 
27,15.2,21,10,1019.2,63,0,15.9,15.6,25.9,-, , , , 
28,17,23,10,1016.4,60,0,18,24.1,37,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
1,13,18,8,1025.4,75,0,10,14.4,27.8,-, , , , 
2,13.2,17,8,1029.2,76,0,10,15.2,27.8,-, , , , 
3,12.5,16,8,1029.2,72,0,11.3,16.7,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,10.8,12,9,1025.4,91,-,8.2,15.9,25.9,-,o, , , 
8,11,14,9,1023.4,81,0,9.8,-,-,-, , , , 
9,11.2,17,7,1021.1,72,0,10,15.9,27.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,13.4,15,8,1016.1,71,0,10,18.1,25.9,-, , , , 
14,12,15,10,1023.8,69,0,10,12.6,22.2,-, , , , 
15,10.8,16,5,1023.8,67,0,10.9,19.3,29.4,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,8.8,12,5,1023.8,90,-,7.2,20.4,25.9,-,o, , , 
20,10.3,12,9,1026.7,90,-,10,20,22.2,-,o, , , 
21,10.8,16,5,1030.2,78,0,11.4,20.4,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,12.8,16,10,1031.3,73,0,14,13.3,27.8,-, , , , 
26,12.8,18,9,1034.2,81,0,13,16.3,25.9,-, , , , 
27,12.3,17,9,1032.9,84,0,12.2,17.2,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,12.8,15,9,1027.6,72,0,10,5.9,13,-, , , , 
2,10.6,16,6,1029.8,71,0,10,17,29.4,-, , , , 
3,9.4,16,4,1027.8,71,0,10.9,17.4,24.1,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,10.6,17,4,1025.7,60,0,10.9,19.6,31.7,-, , , , 
8,9.4,17,4,1023.6,68,0,10,19.6,29.4,-, , , , 
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,17.8,20,13,1019.6,31,0,13.7,40.7,55.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,10.2,12,9,1019.2,73,-,8.4,19.3,25.9,-,o, , , 
20,11.8,14,10,1026.6,67,0,10.3,9.3,14.8,-, , , , 
21,9,15,4,1027.1,76,0,12.1,15.6,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,11,16,5,1025.6,67,0,10,18.9,24.1,-, , , , 
26,12.8,18,6,1028.2,75,0,10,15.2,29.4,-, , , , 
27,13,20,7,1023.8,76,0,13,16.7,27.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,14.2,19,10,1023.4,73,0,12.1,19.3,25.9,-, , , , 
1,13,17,9,1026.2,88,0,9.3,7.8,18.3,-, , , , 
2,12.6,16,10,1022.3,67,0,10,10.7,18.3,-, , , , 
3,9.3,13,5,1016.5,73,0,10,17,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.6,21,9,1019.9,65,0,14,22.2,33.5,-, , , , 
8,13.8,21,9,1015.6,66,0,14,15.2,27.8,-, , , , 
9,14.8,19,11,1012.9,64,0,10,10.4,20.6,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,14.6,18,9,1016.2,59,-,10,20,29.4,-,o, , , 
14,14.2,19,7,1014.3,67,0,14,14.4,22.2,-, , , , 
15,11.6,14,9,1009.1,70,-,9,21.9,25.9,-,o, , , 
16,,,,,,,,,,,o, ,o, 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,10.4,15,5,1022.8,72,0,10,15.2,24.1,-, , , , 
20,13.6,17,11,1017.3,64,0,13,15.6,25.9,-, , , , 
21,11.2,15,5,1019.8,78,0,9.3,13,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,9,13,6,1022.6,79,-,8.5,14.4,22.2,-,o, , , 
26,10.4,14,4,1025.8,66,0,10,11.5,20.6,-, , , , 
27,10.4,15,3,1030,65,0,10,16.3,29.4,-, , , , 
28,,,,,,,,,,, , , , 
1,16.4,23,9,1019,38,0,10,25.6,44.6,-, , , , 
2,15.8,19,9,1017.3,51,0,10,14.1,18.3,-, , , , 
3,13.8,20,8,1013.8,66,23.88,14,14.8,37,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,13.2,17,6,1018.9,74,0,10,13,18.3,-, , , , 
8,14.4,17,12,1015.7,79,0,10,4.8,13,-, , , , 
9,11.4,13,10,1010,63,-,9.7,31.1,37,-,o, ,o, 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,11.6,16,4,1011.9,59,0,15,15.2,25.9,-, , , , 
14,9.6,13,8,1015.5,82,-,10.9,12.6,22.2,-,o, , , 
15,11.8,15,10,1016.4,-,-,12.6,16.7,29.4,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, ,o, 
19,12.6,15,9,1011.8,84,-,9.2,7.8,14.8,-,o, , , 
20,10.2,13,7,1012.1,83,-,8.4,17,25.9,-,o, , , 
21,9.3,13,6,1011.7,80,-,8.5,18.9,31.7,-,o, ,o, 
22,,,,,,,,,,,o, ,o, 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,12.4,17,3,1018.5,63,0,13,16.3,25.9,-, , , , 
26,13.6,19,5,1011.8,73,0,15,17,25.9,-, , , , 
27,14.2,19,8,1007.6,72,0,13,11.5,16.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
31,11.2,14,9,1009.3,80,-,10,3.1,7.6,-,o, , , 
1,9.6,12,5,1013,70,-,10,15.6,25.9,-,o, , , 
2,9.2,13,3,1017.4,68,-,9.7,18.9,37,-,o, , , 
3,12,17,4,1013.4,65,0,13,15.9,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o,o, , 
7,12.5,13,12,1015.1,54,-,6.3,3.7,11.1,-,o, , , 
8,13.4,17,6,1019,78,0,9.3,10.6,18.3,-, , , , 
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,11,13,10,1018.9,85,-,8.4,8.1,18.3,-,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,13.4,16,9,1018.4,85,0,10,3.7,7.6,-, , , , 
15,14.4,17,10,1019.6,79,0,12.1,9.6,14.8,-, , , , 
16,15.3,22,4,1021,42,0,12.6,18.5,29.4,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,16.2,20,11,1011.1,81,0,6.9,8.5,14.8,-, , , , 
21,17.6,21,11,1004.8,82,0,7.7,13.7,18.3,-, , , , 
22,17.3,20,13,1007.7,77,0,6.8,7.4,14.8,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,17,21,11,1011.5,81,0,8,10.2,14.8,-, , , , 
27,17.8,20,10,1009.2,68,0,9.2,9.6,18.3,-, , , , 
28,15.6,18,11,1009.2,75,-,8,10.7,18.3,-,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.8,18,13,1023.9,76,0,8,12.6,18.3,-, , , , 
2,16.2,18,11,1022.5,77,0,7.6,10.7,16.5,-, , , , 
3,15.8,18,8,1017.9,77,0,9.7,12.2,18.3,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,16.3,18,15,1015,73,0,8,7,13,-, , , , 
8,16.6,20,9,1015,67,0,10,14.4,22.2,-, , , , 
9,18.2,23,8,1012.8,64,-,12.1,15.9,25.9,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,18.2,21,11,1011.5,67,0,10,11.1,22.2,-, , , , 
14,16.8,21,9,1014.6,78,0,10,9.1,20.6,-, , , , 
15,18.2,21,12,1014,80,0,10,9.6,14.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.4,21,15,1014.7,81,0,10,8.5,14.8,-, , , , 
20,18.2,20,16,1016,82,0,10,7.8,16.5,-, , , , 
21,18.4,20,14,1016.4,81,0,10,11.3,20.6,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,17.8,20,14,1012.1,80,-,10,7,11.1,-,o, , , 
26,17,20,11,1017.6,75,0,8.5,11.7,16.5,-, , , , 
27,19,23,13,1013.9,75,-,9.8,10,14.8,-,o, ,o, 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,19.6,22,15,1014.1,69,0,10,6.3,14.8,-, , , , 
2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,18.6,22,12,1019.7,74,0,8,11.9,14.8,-, , , , 
4,19.4,22,11,1022.2,72,0,15.9,12.2,18.3,-, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,,,,,,,,,,, , , , 
8,19.6,22,12,1016,71,0,10,13.7,18.3,-, , , , 
9,19.8,22,11,1013,76,0,10,14.4,18.3,-, , , , 
10,21.2,24,15,1010.3,71,-,10,13.3,24.1,-,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,20.4,22,18,1014.5,83,0,9.7,8.1,14.8,-, , , , 
15,21.2,24,18,1008.9,84,0,8,9.3,18.3,-, , , , 
16,22.2,25,17,1012.4,74,0,10,11.1,16.5,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,20.4,24,12,1019,64,0,14,14.8,18.3,-, , , , 
21,22,26,16,1014.9,74,-,10,10,22.2,-,o, , , 
22,22.4,24,18,1018.4,75,0,8,10,16.5,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,23.2,26,16,1015.6,73,0,9.3,13.3,18.3,-, , , , 
27,23.6,26,18,1016.1,77,0,7.7,9.3,14.8,-, , , , 
28,23.4,26,18,1016.8,82,0,6.6,10,14.8,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,23.5,25,20,1021,56,32,7.7,15.7,20.6,-, , , , 
2,23,26,15,1017.2,59,0,10,12.2,16.5,-, , , , 
3,23.6,26,16,1015,73,0,10,14.1,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.6,30,18,1010.7,64,0,10,10.7,18.3,-, , , , 
8,24.8,26,22,1013.2,78,0,6.8,20.4,27.8,-, , , , 
9,23.8,26,19,1015.1,81,0,6.9,13.5,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,25.2,28,17,1018.5,74,0,10,11.1,16.5,-, , , , 
14,27.2,31,18,1019.3,48,0,15,10.4,16.5,-, , , , 
15,27,31,19,1018.3,62,0,15.9,14.1,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,26,28,21,1016.7,76,0,10,11.1,18.3,-, , , , 
20,25.2,28,19,1017.9,74,0,10,12.2,18.3,-, , , , 
21,25.2,28,19,1016.8,64,0,14,10.7,14.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,25.4,27,20,1015.2,75,0,8,10.6,18.3,-, , , , 
26,25.8,28,22,1017.9,72,0,7.7,11.1,18.3,-, , , , 
27,25.2,28,19,1016.9,72,0,10,9.6,16.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,27.2,32,18,1016.7,56,0,9.7,10.7,16.5,-, , , , 
1,27.8,32,19,1017.9,62,0,10,15.6,22.2,-, , , , 
2,28,32,23,1016.5,65,0,10,8.9,20.6,-, , , , 
3,28,32,21,1017,66,0,10,14.8,31.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,27.4,30,19,1018.3,69,0,10,14.8,16.5,-, , , , 
8,28,32,19,1019.3,-,-,7.7,-,-,-,o, , , 
9,28.2,34,20,1012.1,56,0,10,11.5,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,25.6,29,20,1012.2,78,0,10,9.6,16.5,-, , ,o, 
14,27.5,30,21,1012.4,65,0,10,18,25.9,-, , , , 
15,32.4,38,26,1012,37,-,10,14.8,29.4,-,o, ,o, 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, , , 
19,25.8,29,20,1020.5,76,0,10,13.7,18.3,-, , , , 
20,25.4,28,20,1018.8,72,0,10,11.1,14.8,-, , , , 
21,25.8,28,18,1012.6,73,0,10.9,9.3,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,23.2,26,16,1015.8,64,0,15,14.1,18.3,-, , , , 
26,19.2,28,15,1012.6,77,-,7.7,15.9,33.5,-,o, , , 
27,22.8,26,17,1014.2,69,1.02,10,12.6,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,24.2,26,20,1014.2,79,0,9.2,12.6,18.3,-, , , , 
1,25.4,28,21,1013.8,71,0,10,9.6,18.3,-, , , , 
2,24.4,28,18,1014.5,72,0,10,12.6,20.6,-, , , , 
3,23.8,27,17,1014.7,79,0,10,13,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,26.2,29,22,1017.4,72,0,10,15.9,25.9,-, , , , 
8,25.4,28,22,1018.1,81,0,10,10.7,20.6,-, , , , 
9,25.4,28,22,1016.8,81,0,10,11.1,14.8,-, , ,o, 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.6,27,15,1018,74,0,10,11.1,20.6,-, , , , 
14,27.8,35,19,1009.1,55,0,10,17.4,31.7,-, , , , 
15,23.8,27,20,1007.3,61,0,10,13.3,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,24,26,19,1023.2,75,0,10,11.1,16.5,-, , , , 
20,23,26,21,1020.7,79,-,10,15.6,25.9,-,o, , , 
21,22,23,21,1021.7,78,-,10,10.4,16.5,-,o, , , 
22,,,,,,,,,,, , , , 
23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,,,,,,,,,,, , ,o, 
25,,,,,,,,,,, , , , 
26,23.2,28,17,1015.8,70,0,10,16.3,25.9,-, , , , 
27,24,31,17,1018.7,59,0,10,17.4,33.5,-, , , , 
28,26.6,33,19,1019.7,46,0,14,19.3,33.5,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,22.5,26,17,1021.5,77,-,10,6.9,18.3,-,o, , , 
2,23.2,27,17,1022,78,0,10,13,16.5,-, , , , 
3,22.4,25,16,1022.5,70,0,10.9,7.8,13,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.6,25,14,1023.9,66,0,14,13.3,22.2,-, , , , 
8,20.8,24,14,1022.6,69,0,10,13,18.3,-, , , , 
9,20.8,24,14,1017.7,72,0,10,12.6,24.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,19,23,12,1017.5,48,0,10,17.8,33.5,-, , , , 
14,18.3,23,10,1020,48,0,12.6,17,27.8,-, , , , 
15,20.4,27,11,1014.5,47,0,14,22.6,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.4,23,13,1014.7,56,0,10,16.3,24.1,-, , , , 
